"iso3c","short_name","type","value","label","axis","year_lab"
"CIV","Côte d'Ivoire","svy_hlth",2016,"Health/Demographic survey","value","2016"
"CIV","Côte d'Ivoire","cen_agri",2015,"Agriculture census","value","2015"
"CIV","Côte d'Ivoire","svy_agri",2016,"Agriculture survey","value","2016"
"CIV","Côte d'Ivoire","cen_bizz",,"Business/establishment census","value",
"CIV","Côte d'Ivoire","svy_bizz",2017,"Business/establishment survey","value","2017"
"CIV","Côte d'Ivoire","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"CIV","Côte d'Ivoire","svy_labr",2019,"Labor Force Survey","value","2019"
"PRK","Dem. People's Rep. Korea","cen_popu",,"Population & Housing census","value",
"PRK","Dem. People's Rep. Korea","svy_hlth",2017,"Health/Demographic survey","value","2017"
"PRK","Dem. People's Rep. Korea","cen_agri",,"Agriculture census","value",
"PRK","Dem. People's Rep. Korea","svy_agri",,"Agriculture survey","value",
"PRK","Dem. People's Rep. Korea","cen_bizz",,"Business/establishment census","value",
"PRK","Dem. People's Rep. Korea","svy_bizz",,"Business/establishment survey","value",
"PRK","Dem. People's Rep. Korea","svy_hous",,"Household Survey on income/consumption/etc.","value",
"PRK","Dem. People's Rep. Korea","svy_labr",,"Labor Force Survey","value",
"COD","Dem. Rep. Congo","cen_popu",,"Population & Housing census","value",
"COD","Dem. Rep. Congo","svy_hlth",2017,"Health/Demographic survey","value","2017"
"COD","Dem. Rep. Congo","cen_agri",,"Agriculture census","value",
"COD","Dem. Rep. Congo","svy_agri",2022,"Agriculture survey","value","2022"
"COD","Dem. Rep. Congo","cen_bizz",,"Business/establishment census","value",
"COD","Dem. Rep. Congo","svy_bizz",2014,"Business/establishment survey","value","2014"
"COD","Dem. Rep. Congo","svy_hous",2020,"Household Survey on income/consumption/etc.","value","2020"
"COD","Dem. Rep. Congo","svy_labr",2021,"Labor Force Survey","value","2021"
"DNK","Denmark","cen_popu",2021,"Population & Housing census","value","2021"
"DNK","Denmark","svy_hlth",2019,"Health/Demographic survey","value","2019"
"DNK","Denmark","cen_agri",2020,"Agriculture census","value","2020"
"DNK","Denmark","svy_agri",2020,"Agriculture survey","value","2020"
"DNK","Denmark","cen_bizz",,"Business/establishment census","value",
"DNK","Denmark","svy_bizz",2021,"Business/establishment survey","value","2021"
"DNK","Denmark","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"DNK","Denmark","svy_labr",2022,"Labor Force Survey","value","2022"
"DJI","Djibouti","cen_popu",2009,"Population & Housing census","value","2009"
"DJI","Djibouti","svy_hlth",2021,"Health/Demographic survey","value","2021"
"DJI","Djibouti","cen_agri",,"Agriculture census","value",
"DJI","Djibouti","svy_agri",,"Agriculture survey","value",
"DJI","Djibouti","cen_bizz",,"Business/establishment census","value",
"DJI","Djibouti","svy_bizz",,"Business/establishment survey","value",
"DJI","Djibouti","svy_hous",2017,"Household Survey on income/consumption/etc.","value","2017"
"DJI","Djibouti","svy_labr",,"Labor Force Survey","value",
"DMA","Dominica","cen_popu",2022,"Population & Housing census","value","2022"
"DMA","Dominica","svy_hlth",2009,"Health/Demographic survey","value","2009"
"DMA","Dominica","cen_agri",,"Agriculture census","value",
"DMA","Dominica","svy_agri",,"Agriculture survey","value",
"DMA","Dominica","cen_bizz",,"Business/establishment census","value",
"DMA","Dominica","svy_bizz",,"Business/establishment survey","value",
"DMA","Dominica","svy_hous",2008,"Household Survey on income/consumption/etc.","value","2008"
"DMA","Dominica","svy_labr",,"Labor Force Survey","value",
"DOM","Dominican Republic","cen_popu",2022,"Population & Housing census","value","2022"
"DOM","Dominican Republic","svy_hlth",2019,"Health/Demographic survey","value","2019"
"DOM","Dominican Republic","cen_agri",2015,"Agriculture census","value","2015"
"DOM","Dominican Republic","svy_agri",,"Agriculture survey","value",
"DOM","Dominican Republic","cen_bizz",,"Business/establishment census","value",
"DOM","Dominican Republic","svy_bizz",,"Business/establishment survey","value",
"DOM","Dominican Republic","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"DOM","Dominican Republic","svy_labr",2023,"Labor Force Survey","value","2023"
"ECU","Ecuador","cen_popu",2022,"Population & Housing census","value","2022"
"ECU","Ecuador","svy_hlth",2015,"Health/Demographic survey","value","2015"
"ECU","Ecuador","cen_agri",2000,"Agriculture census","value","2000"
"ECU","Ecuador","svy_agri",2018,"Agriculture survey","value","2018"
"ECU","Ecuador","cen_bizz",,"Business/establishment census","value",
"ECU","Ecuador","svy_bizz",2018,"Business/establishment survey","value","2018"
"ECU","Ecuador","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"ECU","Ecuador","svy_labr",2023,"Labor Force Survey","value","2023"
"EGY","Egypt","cen_popu",2017,"Population & Housing census","value","2017"
"EGY","Egypt","svy_hlth",2021,"Health/Demographic survey","value","2021"
"EGY","Egypt","cen_agri",2010,"Agriculture census","value","2010"
"EGY","Egypt","svy_agri",2021,"Agriculture survey","value","2021"
"EGY","Egypt","cen_bizz",,"Business/establishment census","value",
"EGY","Egypt","svy_bizz",,"Business/establishment survey","value",
"EGY","Egypt","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"EGY","Egypt","svy_labr",2022,"Labor Force Survey","value","2022"
"SLV","El Salvador","cen_popu",2007,"Population & Housing census","value","2007"
"SLV","El Salvador","svy_hlth",2014,"Health/Demographic survey","value","2014"
"SLV","El Salvador","cen_agri",2008,"Agriculture census","value","2008"
"SLV","El Salvador","svy_agri",,"Agriculture survey","value",
"SLV","El Salvador","cen_bizz",,"Business/establishment census","value",
"SLV","El Salvador","svy_bizz",,"Business/establishment survey","value",
"SLV","El Salvador","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"SLV","El Salvador","svy_labr",2016,"Labor Force Survey","value","2016"
"GNQ","Equatorial Guinea","cen_popu",2015,"Population & Housing census","value","2015"
"GNQ","Equatorial Guinea","svy_hlth",2011,"Health/Demographic survey","value","2011"
"GNQ","Equatorial Guinea","cen_agri",2015,"Agriculture census","value","2015"
"GNQ","Equatorial Guinea","svy_agri",,"Agriculture survey","value",
"GNQ","Equatorial Guinea","cen_bizz",,"Business/establishment census","value",
"GNQ","Equatorial Guinea","svy_bizz",,"Business/establishment survey","value",
"GNQ","Equatorial Guinea","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"GNQ","Equatorial Guinea","svy_labr",,"Labor Force Survey","value",
"ERI","Eritrea","cen_popu",,"Population & Housing census","value",
"ERI","Eritrea","svy_hlth",2002,"Health/Demographic survey","value","2002"
"ERI","Eritrea","cen_agri",,"Agriculture census","value",
"ERI","Eritrea","svy_agri",,"Agriculture survey","value",
"ERI","Eritrea","cen_bizz",,"Business/establishment census","value",
"ERI","Eritrea","svy_bizz",,"Business/establishment survey","value",
"ERI","Eritrea","svy_hous",1993,"Household Survey on income/consumption/etc.","value","1993"
"ERI","Eritrea","svy_labr",,"Labor Force Survey","value",
"EST","Estonia","cen_popu",2021,"Population & Housing census","value","2021"
"EST","Estonia","svy_hlth",2019,"Health/Demographic survey","value","2019"
"EST","Estonia","cen_agri",2020,"Agriculture census","value","2020"
"EST","Estonia","svy_agri",2020,"Agriculture survey","value","2020"
"EST","Estonia","cen_bizz",,"Business/establishment census","value",
"EST","Estonia","svy_bizz",2021,"Business/establishment survey","value","2021"
"EST","Estonia","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"EST","Estonia","svy_labr",2023,"Labor Force Survey","value","2023"
"SWZ","Eswatini","cen_popu",2017,"Population & Housing census","value","2017"
"SWZ","Eswatini","svy_hlth",2014,"Health/Demographic survey","value","2014"
"SWZ","Eswatini","cen_agri",2013,"Agriculture census","value","2013"
"SWZ","Eswatini","svy_agri",,"Agriculture survey","value",
"SWZ","Eswatini","cen_bizz",2011,"Business/establishment census","value","2011"
"SWZ","Eswatini","svy_bizz",,"Business/establishment survey","value",
"SWZ","Eswatini","svy_hous",2016,"Household Survey on income/consumption/etc.","value","2016"
"SWZ","Eswatini","svy_labr",2023,"Labor Force Survey","value","2023"
"ETH","Ethiopia","cen_popu",2007,"Population & Housing census","value","2007"
"ETH","Ethiopia","svy_hlth",2019,"Health/Demographic survey","value","2019"
"ETH","Ethiopia","cen_agri",2002,"Agriculture census","value","2002"
"ETH","Ethiopia","svy_agri",2019,"Agriculture survey","value","2019"
"ETH","Ethiopia","cen_bizz",,"Business/establishment census","value",
"ETH","Ethiopia","svy_bizz",2017,"Business/establishment survey","value","2017"
"ETH","Ethiopia","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"ETH","Ethiopia","svy_labr",2021,"Labor Force Survey","value","2021"
"FRO","Faroe Islands","cen_popu",,"Population & Housing census","value",
"FRO","Faroe Islands","svy_hlth",,"Health/Demographic survey","value",
"FRO","Faroe Islands","cen_agri",,"Agriculture census","value",
"FRO","Faroe Islands","svy_agri",,"Agriculture survey","value",
"FRO","Faroe Islands","cen_bizz",,"Business/establishment census","value",
"FRO","Faroe Islands","svy_bizz",,"Business/establishment survey","value",
"FRO","Faroe Islands","svy_hous",,"Household Survey on income/consumption/etc.","value",
"FRO","Faroe Islands","svy_labr",2013,"Labor Force Survey","value","2013"
"FJI","Fiji","cen_popu",2017,"Population & Housing census","value","2017"
"FJI","Fiji","svy_hlth",2021,"Health/Demographic survey","value","2021"
"FJI","Fiji","cen_agri",2020,"Agriculture census","value","2020"
"FJI","Fiji","svy_agri",,"Agriculture survey","value",
"FJI","Fiji","cen_bizz",,"Business/establishment census","value",
"FJI","Fiji","svy_bizz",,"Business/establishment survey","value",
"FJI","Fiji","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"FJI","Fiji","svy_labr",2016,"Labor Force Survey","value","2016"
"FIN","Finland","cen_popu",2021,"Population & Housing census","value","2021"
"FIN","Finland","svy_hlth",2019,"Health/Demographic survey","value","2019"
"FIN","Finland","cen_agri",2020,"Agriculture census","value","2020"
"FIN","Finland","svy_agri",2020,"Agriculture survey","value","2020"
"FIN","Finland","cen_bizz",,"Business/establishment census","value",
"FIN","Finland","svy_bizz",2021,"Business/establishment survey","value","2021"
"FIN","Finland","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"FIN","Finland","svy_labr",2022,"Labor Force Survey","value","2022"
"FRA","France","cen_popu",2016,"Population & Housing census","value","2016"
"FRA","France","svy_hlth",2019,"Health/Demographic survey","value","2019"
"FRA","France","cen_agri",2020,"Agriculture census","value","2020"
"FRA","France","svy_agri",2020,"Agriculture survey","value","2020"
"FRA","France","cen_bizz",,"Business/establishment census","value",
"FRA","France","svy_bizz",2021,"Business/establishment survey","value","2021"
"FRA","France","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"FRA","France","svy_labr",2022,"Labor Force Survey","value","2022"
"PYF","French Polynesia","cen_popu",,"Population & Housing census","value",
"PYF","French Polynesia","svy_hlth",,"Health/Demographic survey","value",
"PYF","French Polynesia","cen_agri",,"Agriculture census","value",
"PYF","French Polynesia","svy_agri",,"Agriculture survey","value",
"PYF","French Polynesia","cen_bizz",,"Business/establishment census","value",
"PYF","French Polynesia","svy_bizz",,"Business/establishment survey","value",
"PYF","French Polynesia","svy_hous",,"Household Survey on income/consumption/etc.","value",
"PYF","French Polynesia","svy_labr",,"Labor Force Survey","value",
"GAB","Gabon","cen_popu",2013,"Population & Housing census","value","2013"
"GAB","Gabon","svy_hlth",2019,"Health/Demographic survey","value","2019"
"GAB","Gabon","cen_agri",2020,"Agriculture census","value","2020"
"GAB","Gabon","svy_agri",,"Agriculture survey","value",
"GAB","Gabon","cen_bizz",2021,"Business/establishment census","value","2021"
"GAB","Gabon","svy_bizz",,"Business/establishment survey","value",
"GAB","Gabon","svy_hous",2017,"Household Survey on income/consumption/etc.","value","2017"
"GAB","Gabon","svy_labr",2012,"Labor Force Survey","value","2012"
"GEO","Georgia","cen_popu",2014,"Population & Housing census","value","2014"
"GEO","Georgia","svy_hlth",2018,"Health/Demographic survey","value","2018"
"GEO","Georgia","cen_agri",2014,"Agriculture census","value","2014"
"GEO","Georgia","svy_agri",2018,"Agriculture survey","value","2018"
"GEO","Georgia","cen_bizz",,"Business/establishment census","value",
"GEO","Georgia","svy_bizz",2019,"Business/establishment survey","value","2019"
"GEO","Georgia","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"GEO","Georgia","svy_labr",2023,"Labor Force Survey","value","2023"
"DEU","Germany","cen_popu",2022,"Population & Housing census","value","2022"
"DEU","Germany","svy_hlth",2020,"Health/Demographic survey","value","2020"
"DEU","Germany","cen_agri",2020,"Agriculture census","value","2020"
"DEU","Germany","svy_agri",2020,"Agriculture survey","value","2020"
"DEU","Germany","cen_bizz",,"Business/establishment census","value",
"DEU","Germany","svy_bizz",2021,"Business/establishment survey","value","2021"
"DEU","Germany","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"DEU","Germany","svy_labr",2022,"Labor Force Survey","value","2022"
"GHA","Ghana","cen_popu",2021,"Population & Housing census","value","2021"
"GHA","Ghana","svy_hlth",2022,"Health/Demographic survey","value","2022"
"GHA","Ghana","cen_agri",2018,"Agriculture census","value","2018"
"GHA","Ghana","svy_agri",2020,"Agriculture survey","value","2020"
"GHA","Ghana","cen_bizz",2013,"Business/establishment census","value","2013"
"GHA","Ghana","svy_bizz",2015,"Business/establishment survey","value","2015"
"GHA","Ghana","svy_hous",2016,"Household Survey on income/consumption/etc.","value","2016"
"GHA","Ghana","svy_labr",2015,"Labor Force Survey","value","2015"
"GIB","Gibraltar","cen_popu",,"Population & Housing census","value",
"GIB","Gibraltar","svy_hlth",,"Health/Demographic survey","value",
"GIB","Gibraltar","cen_agri",,"Agriculture census","value",
"GIB","Gibraltar","svy_agri",,"Agriculture survey","value",
"GIB","Gibraltar","cen_bizz",,"Business/establishment census","value",
"GIB","Gibraltar","svy_bizz",,"Business/establishment survey","value",
"GIB","Gibraltar","svy_hous",,"Household Survey on income/consumption/etc.","value",
"GIB","Gibraltar","svy_labr",,"Labor Force Survey","value",
"GRC","Greece","cen_popu",2021,"Population & Housing census","value","2021"
"GRC","Greece","svy_hlth",2019,"Health/Demographic survey","value","2019"
"GRC","Greece","cen_agri",2020,"Agriculture census","value","2020"
"GRC","Greece","svy_agri",2020,"Agriculture survey","value","2020"
"GRC","Greece","cen_bizz",,"Business/establishment census","value",
"GRC","Greece","svy_bizz",2021,"Business/establishment survey","value","2021"
"GRC","Greece","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"GRC","Greece","svy_labr",2023,"Labor Force Survey","value","2023"
"GRL","Greenland","cen_popu",,"Population & Housing census","value",
"GRL","Greenland","svy_hlth",,"Health/Demographic survey","value",
"GRL","Greenland","cen_agri",,"Agriculture census","value",
"GRL","Greenland","svy_agri",,"Agriculture survey","value",
"GRL","Greenland","cen_bizz",,"Business/establishment census","value",
"GRL","Greenland","svy_bizz",,"Business/establishment survey","value",
"GRL","Greenland","svy_hous",,"Household Survey on income/consumption/etc.","value",
"GRL","Greenland","svy_labr",,"Labor Force Survey","value",
"GRD","Grenada","cen_popu",2021,"Population & Housing census","value","2021"
"GRD","Grenada","svy_hlth",2008,"Health/Demographic survey","value","2008"
"GRD","Grenada","cen_agri",2012,"Agriculture census","value","2012"
"GRD","Grenada","svy_agri",,"Agriculture survey","value",
"GRD","Grenada","cen_bizz",,"Business/establishment census","value",
"GRD","Grenada","svy_bizz",,"Business/establishment survey","value",
"GRD","Grenada","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"GRD","Grenada","svy_labr",2020,"Labor Force Survey","value","2020"
"GUM","Guam","cen_popu",,"Population & Housing census","value",
"GUM","Guam","svy_hlth",,"Health/Demographic survey","value",
"GUM","Guam","cen_agri",,"Agriculture census","value",
"GUM","Guam","svy_agri",,"Agriculture survey","value",
"GUM","Guam","cen_bizz",,"Business/establishment census","value",
"GUM","Guam","svy_bizz",,"Business/establishment survey","value",
"GUM","Guam","svy_hous",,"Household Survey on income/consumption/etc.","value",
"GUM","Guam","svy_labr",,"Labor Force Survey","value",
"GTM","Guatemala","cen_popu",2018,"Population & Housing census","value","2018"
"GTM","Guatemala","svy_hlth",2014,"Health/Demographic survey","value","2014"
"GTM","Guatemala","cen_agri",2003,"Agriculture census","value","2003"
"GTM","Guatemala","svy_agri",2019,"Agriculture survey","value","2019"
"GTM","Guatemala","cen_bizz",,"Business/establishment census","value",
"GTM","Guatemala","svy_bizz",,"Business/establishment survey","value",
"GTM","Guatemala","svy_hous",2014,"Household Survey on income/consumption/etc.","value","2014"
"GTM","Guatemala","svy_labr",2022,"Labor Force Survey","value","2022"
"GIN","Guinea","cen_popu",2014,"Population & Housing census","value","2014"
"GIN","Guinea","svy_hlth",2018,"Health/Demographic survey","value","2018"
"GIN","Guinea","cen_agri",2001,"Agriculture census","value","2001"
"GIN","Guinea","svy_agri",,"Agriculture survey","value",
"GIN","Guinea","cen_bizz",,"Business/establishment census","value",
"GIN","Guinea","svy_bizz",,"Business/establishment survey","value",
"GIN","Guinea","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"GIN","Guinea","svy_labr",2019,"Labor Force Survey","value","2019"
"GNB","Guinea-Bissau","cen_popu",2009,"Population & Housing census","value","2009"
"GNB","Guinea-Bissau","svy_hlth",2018,"Health/Demographic survey","value","2018"
"GNB","Guinea-Bissau","cen_agri",,"Agriculture census","value",
"GNB","Guinea-Bissau","svy_agri",,"Agriculture survey","value",
"GNB","Guinea-Bissau","cen_bizz",,"Business/establishment census","value",
"GNB","Guinea-Bissau","svy_bizz",,"Business/establishment survey","value",
"GNB","Guinea-Bissau","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"GNB","Guinea-Bissau","svy_labr",2018,"Labor Force Survey","value","2018"
"GUY","Guyana","cen_popu",2022,"Population & Housing census","value","2022"
"GUY","Guyana","svy_hlth",2019,"Health/Demographic survey","value","2019"
"GUY","Guyana","cen_agri",,"Agriculture census","value",
"GUY","Guyana","svy_agri",,"Agriculture survey","value",
"GUY","Guyana","cen_bizz",,"Business/establishment census","value",
"GUY","Guyana","svy_bizz",,"Business/establishment survey","value",
"GUY","Guyana","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"GUY","Guyana","svy_labr",2019,"Labor Force Survey","value","2019"
"HTI","Haiti","cen_popu",2003,"Population & Housing census","value","2003"
"HTI","Haiti","svy_hlth",2017,"Health/Demographic survey","value","2017"
"HTI","Haiti","cen_agri",2009,"Agriculture census","value","2009"
"HTI","Haiti","svy_agri",,"Agriculture survey","value",
"HTI","Haiti","cen_bizz",,"Business/establishment census","value",
"HTI","Haiti","svy_bizz",,"Business/establishment survey","value",
"HTI","Haiti","svy_hous",2017,"Household Survey on income/consumption/etc.","value","2017"
"HTI","Haiti","svy_labr",,"Labor Force Survey","value",
"HND","Honduras","cen_popu",2013,"Population & Housing census","value","2013"
"HND","Honduras","svy_hlth",2019,"Health/Demographic survey","value","2019"
"HND","Honduras","cen_agri",,"Agriculture census","value",
"HND","Honduras","svy_agri",2014,"Agriculture survey","value","2014"
"HND","Honduras","cen_bizz",,"Business/establishment census","value",
"HND","Honduras","svy_bizz",,"Business/establishment survey","value",
"HND","Honduras","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"HND","Honduras","svy_labr",2022,"Labor Force Survey","value","2022"
"HKG","Hong Kong SAR, China","cen_popu",,"Population & Housing census","value",
"HKG","Hong Kong SAR, China","svy_hlth",,"Health/Demographic survey","value",
"HKG","Hong Kong SAR, China","cen_agri",,"Agriculture census","value",
"HKG","Hong Kong SAR, China","svy_agri",,"Agriculture survey","value",
"HKG","Hong Kong SAR, China","cen_bizz",,"Business/establishment census","value",
"HKG","Hong Kong SAR, China","svy_bizz",,"Business/establishment survey","value",
"HKG","Hong Kong SAR, China","svy_hous",,"Household Survey on income/consumption/etc.","value",
"HKG","Hong Kong SAR, China","svy_labr",2023,"Labor Force Survey","value","2023"
"HUN","Hungary","cen_popu",2022,"Population & Housing census","value","2022"
"HUN","Hungary","svy_hlth",2019,"Health/Demographic survey","value","2019"
"HUN","Hungary","cen_agri",2020,"Agriculture census","value","2020"
"HUN","Hungary","svy_agri",2020,"Agriculture survey","value","2020"
"HUN","Hungary","cen_bizz",,"Business/establishment census","value",
"HUN","Hungary","svy_bizz",2021,"Business/establishment survey","value","2021"
"HUN","Hungary","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"HUN","Hungary","svy_labr",2023,"Labor Force Survey","value","2023"
"ISL","Iceland","cen_popu",2021,"Population & Housing census","value","2021"
"ISL","Iceland","svy_hlth",2019,"Health/Demographic survey","value","2019"
"ISL","Iceland","cen_agri",2020,"Agriculture census","value","2020"
"ISL","Iceland","svy_agri",2020,"Agriculture survey","value","2020"
"ISL","Iceland","cen_bizz",,"Business/establishment census","value",
"ISL","Iceland","svy_bizz",2021,"Business/establishment survey","value","2021"
"ISL","Iceland","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"ISL","Iceland","svy_labr",2022,"Labor Force Survey","value","2022"
"IND","India","cen_popu",2011,"Population & Housing census","value","2011"
"IND","India","svy_hlth",2020,"Health/Demographic survey","value","2020"
"IND","India","cen_agri",2016,"Agriculture census","value","2016"
"IND","India","svy_agri",2014,"Agriculture survey","value","2014"
"IND","India","cen_bizz",,"Business/establishment census","value",
"IND","India","svy_bizz",2017,"Business/establishment survey","value","2017"
"IND","India","svy_hous",2011,"Household Survey on income/consumption/etc.","value","2011"
"IND","India","svy_labr",2023,"Labor Force Survey","value","2023"
"IDN","Indonesia","cen_popu",2020,"Population & Housing census","value","2020"
"IDN","Indonesia","svy_hlth",2017,"Health/Demographic survey","value","2017"
"IDN","Indonesia","cen_agri",2023,"Agriculture census","value","2023"
"IDN","Indonesia","svy_agri",2014,"Agriculture survey","value","2014"
"IDN","Indonesia","cen_bizz",,"Business/establishment census","value",
"IDN","Indonesia","svy_bizz",2014,"Business/establishment survey","value","2014"
"IDN","Indonesia","svy_hous",2023,"Household Survey on income/consumption/etc.","value","2023"
"IDN","Indonesia","svy_labr",2023,"Labor Force Survey","value","2023"
"IRN","Iran","cen_popu",2016,"Population & Housing census","value","2016"
"IRN","Iran","svy_hlth",2000,"Health/Demographic survey","value","2000"
"IRN","Iran","cen_agri",2014,"Agriculture census","value","2014"
"IRN","Iran","svy_agri",2019,"Agriculture survey","value","2019"
"IRN","Iran","cen_bizz",,"Business/establishment census","value",
"IRN","Iran","svy_bizz",,"Business/establishment survey","value",
"IRN","Iran","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"IRN","Iran","svy_labr",2022,"Labor Force Survey","value","2022"
"IRQ","Iraq","cen_popu",1997,"Population & Housing census","value","1997"
"IRQ","Iraq","svy_hlth",2018,"Health/Demographic survey","value","2018"
"IRQ","Iraq","cen_agri",,"Agriculture census","value",
"IRQ","Iraq","svy_agri",2022,"Agriculture survey","value","2022"
"IRQ","Iraq","cen_bizz",,"Business/establishment census","value",
"IRQ","Iraq","svy_bizz",,"Business/establishment survey","value",
"IRQ","Iraq","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"IRQ","Iraq","svy_labr",2021,"Labor Force Survey","value","2021"
"IRL","Ireland","cen_popu",2022,"Population & Housing census","value","2022"
"IRL","Ireland","svy_hlth",2019,"Health/Demographic survey","value","2019"
"IRL","Ireland","cen_agri",2020,"Agriculture census","value","2020"
"IRL","Ireland","svy_agri",2022,"Agriculture survey","value","2022"
"IRL","Ireland","cen_bizz",,"Business/establishment census","value",
"IRL","Ireland","svy_bizz",2021,"Business/establishment survey","value","2021"
"IRL","Ireland","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"IRL","Ireland","svy_labr",2022,"Labor Force Survey","value","2022"
"IMN","Isle of Man","cen_popu",,"Population & Housing census","value",
"IMN","Isle of Man","svy_hlth",,"Health/Demographic survey","value",
"IMN","Isle of Man","cen_agri",,"Agriculture census","value",
"IMN","Isle of Man","svy_agri",,"Agriculture survey","value",
"IMN","Isle of Man","cen_bizz",,"Business/establishment census","value",
"IMN","Isle of Man","svy_bizz",,"Business/establishment survey","value",
"IMN","Isle of Man","svy_hous",,"Household Survey on income/consumption/etc.","value",
"IMN","Isle of Man","svy_labr",,"Labor Force Survey","value",
"ISR","Israel","cen_popu",2022,"Population & Housing census","value","2022"
"ISR","Israel","svy_hlth",2020,"Health/Demographic survey","value","2020"
"ISR","Israel","cen_agri",2017,"Agriculture census","value","2017"
"ISR","Israel","svy_agri",2023,"Agriculture survey","value","2023"
"ISR","Israel","cen_bizz",,"Business/establishment census","value",
"ISR","Israel","svy_bizz",2023,"Business/establishment survey","value","2023"
"ISR","Israel","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"ISR","Israel","svy_labr",2022,"Labor Force Survey","value","2022"
"ITA","Italy","cen_popu",2021,"Population & Housing census","value","2021"
"ITA","Italy","svy_hlth",2019,"Health/Demographic survey","value","2019"
"ITA","Italy","cen_agri",2020,"Agriculture census","value","2020"
"ITA","Italy","svy_agri",2020,"Agriculture survey","value","2020"
"ITA","Italy","cen_bizz",,"Business/establishment census","value",
"ITA","Italy","svy_bizz",2021,"Business/establishment survey","value","2021"
"ITA","Italy","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"ITA","Italy","svy_labr",2022,"Labor Force Survey","value","2022"
"JAM","Jamaica","cen_popu",2022,"Population & Housing census","value","2022"
"JAM","Jamaica","svy_hlth",2011,"Health/Demographic survey","value","2011"
"JAM","Jamaica","cen_agri",2007,"Agriculture census","value","2007"
"JAM","Jamaica","svy_agri",,"Agriculture survey","value",
"JAM","Jamaica","cen_bizz",,"Business/establishment census","value",
"JAM","Jamaica","svy_bizz",,"Business/establishment survey","value",
"JAM","Jamaica","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"JAM","Jamaica","svy_labr",2022,"Labor Force Survey","value","2022"
"JPN","Japan","cen_popu",2020,"Population & Housing census","value","2020"
"JPN","Japan","svy_hlth",2016,"Health/Demographic survey","value","2016"
"JPN","Japan","cen_agri",2020,"Agriculture census","value","2020"
"JPN","Japan","svy_agri",2020,"Agriculture survey","value","2020"
"JPN","Japan","cen_bizz",,"Business/establishment census","value",
"JPN","Japan","svy_bizz",2023,"Business/establishment survey","value","2023"
"JPN","Japan","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"JPN","Japan","svy_labr",2023,"Labor Force Survey","value","2023"
"JOR","Jordan","cen_popu",2015,"Population & Housing census","value","2015"
"JOR","Jordan","svy_hlth",2020,"Health/Demographic survey","value","2020"
"JOR","Jordan","cen_agri",2017,"Agriculture census","value","2017"
"JOR","Jordan","svy_agri",2017,"Agriculture survey","value","2017"
"JOR","Jordan","cen_bizz",2018,"Business/establishment census","value","2018"
"JOR","Jordan","svy_bizz",2015,"Business/establishment survey","value","2015"
"JOR","Jordan","svy_hous",2017,"Household Survey on income/consumption/etc.","value","2017"
"JOR","Jordan","svy_labr",2022,"Labor Force Survey","value","2022"
"KAZ","Kazakhstan","cen_popu",2021,"Population & Housing census","value","2021"
"KAZ","Kazakhstan","svy_hlth",2015,"Health/Demographic survey","value","2015"
"KAZ","Kazakhstan","cen_agri",2006,"Agriculture census","value","2006"
"KAZ","Kazakhstan","svy_agri",,"Agriculture survey","value",
"KAZ","Kazakhstan","cen_bizz",,"Business/establishment census","value",
"KAZ","Kazakhstan","svy_bizz",,"Business/establishment survey","value",
"KAZ","Kazakhstan","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"KAZ","Kazakhstan","svy_labr",2013,"Labor Force Survey","value","2013"
"KEN","Kenya","cen_popu",2019,"Population & Housing census","value","2019"
